key,context,english,arabic,french
obj_settings_section,Section header,SETTINGS,الإعدادات,PARAMÈTRES
obj_save_changes,Button,Save Changes,حفظ التغييرات,Enregistrer les modifications
obj_remaining,Summary label,Remaining,المتبقي,Restant
obj_lent_to,Summary label,Lent to,أُقرض لـ,Prêté à
obj_borrowed_from_label,Summary label,Borrowed from,اقتُرض من,Emprunté à
obj_category_optional,Payment sheet field,Category (optional),الفئة (اختياري),Catégorie (optionnel)
obj_cannot_undo,Dialog content,This cannot be undone.,لا يمكن التراجع عن هذا.,Cette action est irréversible.
# ──────────────────────────────────────────────
# TRAVEL EXCHANGE
# ──────────────────────────────────────────────
travel_title,AppBar title,Travel Exchange,صرف السفر,Change de voyage
travel_info,Info banner,"Exchange money for your trip. A temporary travel wallet will be created automatically.",صرّف أموالاً لرحلتك. ستُنشأ محفظة سفر مؤقتة تلقائياً.,Échangez de l'argent pour votre voyage. Un portefeuille temporaire sera créé automatiquement.
travel_from,Section label,FROM,من,DE
travel_select_account,Dropdown hint,Select account,اختر حساباً,Sélectionner un compte
travel_amount_to_exchange,Section label,AMOUNT TO EXCHANGE,المبلغ للصرف,MONTANT À ÉCHANGER
travel_currency_section,Section label,TRAVEL CURRENCY,عملة السفر,DEVISE DE VOYAGE
travel_currency_receive,Field label,Currency you receive,العملة التي تتلقاها,Devise que vous recevez
travel_amount_received,Section label,AMOUNT RECEIVED,المبلغ المستلم,MONTANT REÇU
travel_exchange_button,Button,Exchange & Create Travel Wallet,صرف وإنشاء محفظة سفر,Changer et créer un portefeuille de voyage
travel_existing_wallet,Dialog title,Existing Travel Wallet,محفظة سفر موجودة,Portefeuille de voyage existant
travel_create_new,Dialog button,Create New,إنشاء جديد,Créer nouveau
travel_reactivate,Dialog button,Reactivate,إعادة تفعيل,Réactiver
# ──────────────────────────────────────────────
# PERIODS
# ──────────────────────────────────────────────
period_new_title,AppBar / banner title,New Period,فترة جديدة,Nouvelle période
period_error,Error retry,Couldn't load envelopes,تعذّر تحميل الأظرف,Impossible de charger les enveloppes
period_resolve_leftovers,Subheading,Resolve leftover balances,حل الأرصدة المتبقية,Résoudre les soldes restants
period_n_items,Item count,{count} items,{count} عناصر,{count} éléments
period_no_leftovers,Empty state title,No leftover balances to resolve,لا أرصدة متبقية لحلها,Aucun solde restant à résoudre
period_all_zero,Empty state subtitle,All periodic allocations have zero or negative balances.,جميع الأظرف الدورية لديها أرصدة صفرية أو سالبة.,Toutes les enveloppes périodiques ont des soldes nuls ou négatifs.
period_complete_button,Button,Complete Period Transition,إتمام انتقال الفترة,Terminer la transition de période
period_rollover,Card subtitle,Rollover allocation,ظرف مُرحَّل,Enveloppe avec report
period_periodic,Card subtitle,Periodic allocation,ظرف دوري,Enveloppe périodique
period_return_unallocated,Radio option,Return to Unallocated,إرجاع إلى غير الموزع,Retourner au Non affecté
period_return_desc,Radio description,Balance returns to the pool,يعود الرصيد إلى الحوض,Le solde retourne au pool
period_carry_forward,Radio option,Carry Forward,ترحيل,Reporter
period_carry_desc,Radio description,Keep balance for next period,الاحتفاظ بالرصيد للفترة التالية,Garder le solde pour la prochaine période
period_move_to,Radio option,Move to...,نقل إلى...,Transférer à...
period_move_desc,Radio description,Transfer to another allocation,تحويل إلى ظرف آخر,Transférer à une autre enveloppe
period_select_allocation,Dropdown hint,Select allocation,اختر ظرفاً,Sélectionner une enveloppe
# ──────────────────────────────────────────────
# LEFTOVER RESOLUTION
# ──────────────────────────────────────────────
leftover_title,AppBar title,Resolve Leftovers,حل المتبقيات,Résoudre les restes
leftover_no_allocation,Error state,No allocation specified.,لم يتم تحديد ظرف.,Aucune enveloppe spécifiée.
leftover_not_found,Error state,Allocation not found.,الظرف غير موجود.,Enveloppe introuvable.
leftover_current_balance,Label,Current Balance,الرصيد الحالي,Solde actuel
leftover_no_balance,Text,No balance,لا رصيد,Aucun solde
leftover_no_positive,Info,No positive balance to resolve.,لا رصيد إيجابي لحله.,Aucun solde positif à résoudre.
leftover_currency_to_resolve,Label,Currency to resolve,العملة المراد حلها,Devise à résoudre
leftover_all_currencies,Dropdown option,All currencies,جميع العملات,Toutes les devises
leftover_what_to_do,Label,What to do with the leftover,ماذا تفعل بالمتبقي,Que faire avec le reste
leftover_return_subtitle,Description,Leftover balance goes back to the pool,المتبقي يعود إلى الحوض,Le solde restant retourne au pool
leftover_keep_subtitle,Description,Keep the balance for the next period,الاحتفاظ بالرصيد للفترة التالية,Garder le solde pour la prochaine période
leftover_move_title,Option,Move to another allocation,نقل إلى ظرف آخر,Transférer à une autre enveloppe
leftover_move_subtitle,Description,Transfer leftover to a different allocation,تحويل المتبقي إلى ظرف مختلف,Transférer le reste à une enveloppe différente
# ──────────────────────────────────────────────
# SETTINGS — More page
# ──────────────────────────────────────────────
settings_more_title,Screen title,More,المزيد,Plus
settings_tools_section,Section header,TOOLS,الأدوات,OUTILS
settings_automation_section,Section header,AUTOMATION,الأتمتة,AUTOMATISATION
settings_accounts_sub,Tile subtitle,Manage your accounts and balances,إدارة حساباتك وأرصدتك,Gérez vos comptes et soldes
settings_categories_sub,Tile subtitle,Manage groups and categories,إدارة المجموعات والفئات,Gérez les groupes et catégories
settings_bill_splitter_sub,Tile subtitle,Split bills & scan receipts,تقسيم الفواتير ومسح الإيصالات,Partager les additions et scanner les reçus
settings_bill_calendar_sub,Tile subtitle,View upcoming recurring bills,عرض الفواتير المتكررة القادمة,Voir les factures récurrentes à venir
settings_upcoming_bills_sub,Tile subtitle,Bills due soon with urgency,فواتير مستحقة قريباً مع الأولوية,Factures bientôt dues avec urgence
settings_travel_sub,Tile subtitle,Exchange currency for a trip,صرف عملة لرحلة,Échanger des devises pour un voyage
settings_exchange_rates_sub,Tile subtitle,View and refresh currency rates,عرض وتحديث أسعار الصرف,Voir et actualiser les taux de change
settings_web_companion_sub,Tile subtitle,Manage your budget from a browser,إدارة ميزانيتك من المتصفح,Gérez votre budget depuis un navigateur
settings_recurring_sub,Tile subtitle,Manage recurring transactions,إدارة المعاملات المتكررة,Gérer les transactions récurrentes
settings_templates_sub,Tile subtitle,Save frequent transactions,حفظ المعاملات المتكررة,Enregistrer les transactions fréquentes
settings_subscriptions_sub,Tile subtitle,Track recurring subscriptions,تتبع الاشتراكات المتكررة,Suivre les abonnements récurrents
settings_goals_sub,Tile subtitle,Savings goals and debt tracking,أهداف الادخار وتتبع الديون,Objectifs d'épargne et suivi des dettes
settings_period_sub,Tile subtitle,End period and resolve leftovers,إنهاء الفترة وحل المتبقيات,Terminer la période et résoudre les restes
settings_customization,Tile title,Settings & Customization,الإعدادات والتخصيص,Paramètres et personnalisation
settings_customization_sub,Tile subtitle,"Theme, font, data, preferences","المظهر، الخط، البيانات، التفضيلات","Thème, police, données, préférences"
settings_about,Tile title,About PocketPlan,حول PocketPlan,À propos de PocketPlan
# ──────────────────────────────────────────────
# SETTINGS — Theme
# ──────────────────────────────────────────────
theme_light,Theme option,Light,فاتح,Clair
theme_dark,Theme option,Dark,داكن,Sombre
theme_black,Theme option,Black,أسود,Noir
theme_system,Theme option,System,النظام,Système
theme_auto,Web theme toggle,Auto,تلقائي,Auto
theme_title,Picker title,Theme,المظهر,Thème
# ──────────────────────────────────────────────
# SETTINGS — Autofill
# ──────────────────────────────────────────────
autofill_title,Sheet title,Auto-fill Settings,إعدادات الملء التلقائي,Paramètres de remplissage auto
autofill_desc,Description,"When you pick a category, these fields are pre-filled from your last transaction with that category.",عند اختيار فئة يتم ملء هذه الحقول تلقائياً من آخر معاملة بتلك الفئة.,Lorsque vous choisissez une catégorie ces champs sont pré-remplis depuis votre dernière transaction.
autofill_account,Toggle,Account,الحساب,Compte
autofill_account_sub,Subtitle,Use the same account as last time,استخدام نفس الحساب كآخر مرة,Utiliser le même compte que la dernière fois
autofill_title_toggle,Toggle,Title,العنوان,Titre
autofill_title_sub,Subtitle,Copy the title from last time,نسخ العنوان من آخر مرة,Copier le titre de la dernière fois
autofill_amount_toggle,Toggle,Amount,المبلغ,Montant
autofill_amount_sub,Subtitle,Copy the amount from last time,نسخ المبلغ من آخر مرة,Copier le montant de la dernière fois
autofill_category_toggle,Toggle,Category,الفئة,Catégorie
autofill_category_sub,Subtitle,Remember last used category per account,تذكر آخر فئة مستخدمة لكل حساب,Se souvenir de la dernière catégorie par compte
autofill_override,Toggle,Override existing values,استبدال القيم الموجودة,Remplacer les valeurs existantes
autofill_override_sub,Subtitle,Replace fields even if you already filled them,استبدال الحقول حتى لو قمت بملئها بالفعل,Remplacer les champs même s'ils sont déjà remplis
# ──────────────────────────────────────────────
# SETTINGS — Data reset
# ──────────────────────────────────────────────
reset_title,Dialog title,Reset Everything,إعادة تعيين كل شيء,Tout réinitialiser
reset_content,Dialog content,"This will permanently delete ALL your data:\n\n• All accounts and balances\n• All transactions\n• All envelopes and categories\n• All settings\n\nThis cannot be undone. Are you absolutely sure?","سيؤدي هذا إلى حذف جميع بياناتك نهائياً:\n\n• جميع الحسابات والأرصدة\n• جميع المعاملات\n• جميع الأظرف والفئات\n• جميع الإعدادات\n\nلا يمكن التراجع. هل أنت متأكد تماماً؟","Cela supprimera définitivement TOUTES vos données :\n\n• Tous les comptes et soldes\n• Toutes les transactions\n• Toutes les enveloppes et catégories\n• Tous les paramètres\n\nCette action est irréversible. Êtes-vous absolument sûr ?"
reset_button,Destructive button,Delete Everything,حذف كل شيء,Tout supprimer
# ──────────────────────────────────────────────
# SETTINGS — Transaction colors
# ──────────────────────────────────────────────
tx_colors_title,Sheet title,Transaction Colors,ألوان المعاملات,Couleurs des transactions
tx_colors_desc,Description,"Choose a color for each transaction type. These colors are used throughout the app to visually distinguish income, expenses, and transfers.","اختر لوناً لكل نوع معاملة. تُستخدم هذه الألوان في التطبيق للتمييز بصرياً بين الدخل والمصاريف والتحويلات.","Choisissez une couleur pour chaque type de transaction. Ces couleurs sont utilisées dans l'application pour distinguer visuellement les revenus, dépenses et virements."
tx_colors_reset,Button,Reset to Defaults,إعادة تعيين للافتراضي,Réinitialiser les valeurs par défaut
# ──────────────────────────────────────────────
# SETTINGS — Household
# ──────────────────────────────────────────────
household_name_title,Dialog/tile title,Household Name,اسم الأسرة,Nom du foyer
# ──────────────────────────────────────────────
# SETTINGS — Tiles (titles)
# ──────────────────────────────────────────────
tile_bill_calendar,Tile title,Bill Calendar,تقويم الفواتير,Calendrier des factures
tile_upcoming_bills,Tile title,Upcoming Bills,الفواتير القادمة,Factures à venir
tile_travel_exchange,Tile title,Travel Exchange,صرف السفر,Change de voyage
tile_exchange_rates,Tile title,Exchange Rates,أسعار الصرف,Taux de change
tile_web_companion,Tile title,Web Companion,المرافق الإلكتروني,Compagnon Web
tile_recurring,Tile title,Recurring,المتكررة,Récurrents
tile_templates,Tile title,Templates,القوالب,Modèles
tile_subscriptions,Tile title,Subscriptions,الاشتراكات,Abonnements
tile_goals_loans,Tile title,Goals & Loans,الأهداف والقروض,Objectifs et prêts
tile_period_transition,Tile title,Period Transition,انتقال الفترة,Transition de période
# ──────────────────────────────────────────────
# CLOUD SYNC
# ──────────────────────────────────────────────
sync_title,AppBar title,Cloud Sync,المزامنة السحابية,Synchronisation cloud
sync_not_connected,Status,Not connected,غير متصل,Non connecté
sync_syncing,Status,Syncing...,جارٍ المزامنة...,Synchronisation...
sync_last_failed,Status,Last sync failed,فشلت آخر مزامنة,Dernière sync échouée
sync_not_yet,Status,Not yet synced,لم تتم المزامنة بعد,Pas encore synchronisé
sync_connect_prompt,Subtitle,Connect a cloud provider to sync your data,اربط مزود سحابي لمزامنة بياناتك,Connectez un fournisseur cloud pour synchroniser
sync_now,Button,Sync Now,مزامنة الآن,Synchroniser maintenant
sync_share_household,Button / sheet title,Share Household,مشاركة الأسرة,Partager le foyer
sync_disconnect,Button / dialog title,Disconnect,قطع الاتصال,Déconnecter
sync_connect_section,Section header,CONNECT A PROVIDER,ربط مزود,CONNECTER UN FOURNISSEUR
sync_receipt_coming_soon,Note,Receipt sync coming soon for this provider,مزامنة الإيصالات قريباً لهذا المزود,Synchronisation des reçus bientôt disponible
sync_provider_info,Info text,"OneDrive and Dropbox open the system file picker, which can access those services when their apps are installed on your device. Google Drive requires a Google Cloud project with OAuth configured.","OneDrive وDropbox يفتحان منتقي الملفات الذي يصل لتلك الخدمات عند تثبيت تطبيقاتها. Google Drive يتطلب مشروع Google Cloud مع OAuth.","OneDrive et Dropbox ouvrent le sélecteur de fichiers système qui accède à ces services quand leurs apps sont installées. Google Drive nécessite un projet Google Cloud avec OAuth."
sync_connection_failed,Dialog title,Connection Failed,فشل الاتصال,Échec de la connexion
sync_failed_to_connect,Default error,Failed to connect,فشل الاتصال,Échec de la connexion
sync_disconnect_msg,Dialog content,"Your data will remain on your device, but automatic sync will stop. You can reconnect at any time.","ستبقى بياناتك على جهازك، لكن المزامنة التلقائية ستتوقف. يمكنك إعادة الاتصال في أي وقت.","Vos données resteront sur votre appareil, mais la synchronisation automatique s'arrêtera. Vous pourrez vous reconnecter à tout moment."
sync_share_desc,Sheet description,"Share your PocketPlan data with another person. They will be able to sync to the same file on Google Drive.",شارك بيانات PocketPlan مع شخص آخر. سيتمكن من المزامنة مع نفس الملف على Google Drive.,Partagez vos données PocketPlan avec une autre personne. Elle pourra synchroniser avec le même fichier Google Drive.
sync_their_email,Field label,Their email address,عنوان بريدهم الإلكتروني,Leur adresse e-mail
sync_email_hint,Field hint,partner@gmail.com,partner@gmail.com,partenaire@gmail.com
sync_sharing,Button,Sharing...,جارٍ المشاركة...,Partage...
sync_generate_invite,Button,Generate Invite Code,إنشاء رمز الدعوة,Générer un code d'invitation
sync_invite_code,Label,Invite Code,رمز الدعوة,Code d'invitation
sync_share_code,Button,Share Code,مشاركة الرمز,Partager le code
sync_valid_email_error,Validation,Please enter a valid email address,الرجاء إدخال عنوان بريد إلكتروني صالح,Veuillez saisir une adresse e-mail valide
sync_encryption_title,Card title,Sync Encryption,تشفير المزامنة,Chiffrement de la synchronisation
sync_encrypted,Subtitle,Your sync file is encrypted with AES-256,ملف المزامنة مشفر بـ AES-256,Votre fichier de synchronisation est chiffré en AES-256
sync_not_encrypted,Subtitle,Sync file is not encrypted,ملف المزامنة غير مشفر,Le fichier de synchronisation n'est pas chiffré
sync_gdrive_warning,Warning,Anyone with access to your Google Drive can read your financial data,أي شخص يصل إلى Google Drive يمكنه قراءة بياناتك المالية,Toute personne ayant accès à votre Google Drive peut lire vos données financières
sync_set_password_title,Dialog title,Set Sync Password,تعيين كلمة مرور المزامنة,Définir le mot de passe de synchronisation
sync_password_desc,Dialog description,"This password encrypts your sync file on Google Drive. You'll need the same password on any other device that syncs with this household.",تشفّر هذه الكلمة ملف المزامنة على Google Drive. ستحتاج نفس الكلمة على أي جهاز آخر يتزامن مع هذه الأسرة.,Ce mot de passe chiffre votre fichier de synchronisation sur Google Drive. Vous aurez besoin du même mot de passe sur tout autre appareil.
sync_password_label,Field label,Password,كلمة المرور,Mot de passe
sync_password_hint,Field hint,Enter a strong password,أدخل كلمة مرور قوية,Saisissez un mot de passe fort
sync_confirm_password,Field label,Confirm Password,تأكيد كلمة المرور,Confirmer le mot de passe
sync_set_password_button,Button,Set Password,تعيين كلمة المرور,Définir le mot de passe
sync_passwords_dont_match,Snackbar error,Passwords don't match,كلمتا المرور غير متطابقتين,Les mots de passe ne correspondent pas
sync_encryption_enabled,Snackbar,Sync encryption enabled. Next sync will be encrypted.,تم تفعيل التشفير. ستكون المزامنة التالية مشفرة.,Chiffrement activé. La prochaine synchronisation sera chiffrée.
sync_remove_encryption_title,Dialog title,Remove Encryption?,إزالة التشفير؟,Supprimer le chiffrement ?
sync_remove_encryption_msg,Dialog content,"Future sync files will be unencrypted. Other devices will need to remove their password too.","ستكون ملفات المزامنة المستقبلية غير مشفرة. ستحتاج الأجهزة الأخرى لإزالة كلمة المرور أيضاً.","Les futurs fichiers de synchronisation ne seront pas chiffrés. Les autres appareils devront aussi supprimer leur mot de passe."
sync_encryption_removed,Snackbar,Sync encryption removed,تم إزالة التشفير,Chiffrement supprimé
# ──────────────────────────────────────────────
# SYNC — Provider names
# ──────────────────────────────────────────────
provider_google_drive,Provider name,Google Drive,Google Drive,Google Drive
provider_google_drive_sub,Provider subtitle,Sign in with your Google account,تسجيل الدخول بحساب Google,Connectez-vous avec votre compte Google
provider_onedrive,Provider name,OneDrive,OneDrive,OneDrive
provider_onedrive_sub,Provider subtitle,Requires the OneDrive app installed,يتطلب تثبيت تطبيق OneDrive,Nécessite l'application OneDrive installée
provider_dropbox,Provider name,Dropbox,Dropbox,Dropbox
provider_dropbox_sub,Provider subtitle,Requires the Dropbox app installed,يتطلب تثبيت تطبيق Dropbox,Nécessite l'application Dropbox installée
provider_local_file,Provider name,Local File,ملف محلي,Fichier local
provider_local_file_sub,Provider subtitle,Pick any file on your device,اختر أي ملف على جهازك,Choisissez un fichier sur votre appareil
sync_no_file_found,Error,No sync file found,لم يتم العثور على ملف مزامنة,Aucun fichier de synchronisation trouvé
# ──────────────────────────────────────────────
# BACKUP & RESTORE
# ──────────────────────────────────────────────
backup_title,AppBar title,Backup & Restore,النسخ الاحتياطي والاستعادة,Sauvegarde et restauration
backup_auto_title,Card title,Automatic Backups,النسخ الاحتياطي التلقائي,Sauvegardes automatiques
backup_enable,Switch,Enable automatic backups,تفعيل النسخ الاحتياطي التلقائي,Activer les sauvegardes automatiques
backup_disabled,Subtitle,Disabled,معطل,Désactivé
backup_frequency,Label,Frequency,التكرار,Fréquence
backup_every_6h,Option,Every 6 hours,كل 6 ساعات,Toutes les 6 heures
backup_every_12h,Option,Every 12 hours,كل 12 ساعة,Toutes les 12 heures
backup_daily,Option,Daily,يومي,Quotidien
backup_every_3d,Option,Every 3 days,كل 3 أيام,Tous les 3 jours
backup_weekly,Option,Weekly,أسبوعي,Hebdomadaire
backup_keep_last,Label,Keep last,الاحتفاظ بآخر,Garder les dernières
backup_n_backups,Option,{n} backups,{n} نسخ احتياطية,{n} sauvegardes
backup_manual_title,Card title,Manual Backup,نسخ احتياطي يدوي,Sauvegarde manuelle
backup_export_desc,Help text,Export your database to share or store externally.,تصدير قاعدة البيانات لمشاركتها أو تخزينها خارجياً.,Exportez votre base de données pour la partager ou la stocker.
backup_exporting,Button,Exporting...,جارٍ التصدير...,Exportation...
backup_export_share,Button,Export & Share,تصدير ومشاركة,Exporter et partager
backup_restore_title,Card title,Restore,الاستعادة,Restauration
backup_restore_desc,Help text,Pick a .db file to restore from.,اختر ملف .db للاستعادة منه.,Choisissez un fichier .db pour restaurer.
backup_restore_from_file,Button,Restore from File,الاستعادة من ملف,Restaurer depuis un fichier
backup_local_section,Section header,LOCAL BACKUPS,النسخ الاحتياطية المحلية,SAUVEGARDES LOCALES
backup_restore_dialog_title,Dialog title,Restore Backup,استعادة النسخة الاحتياطية,Restaurer la sauvegarde
backup_restore_warning,Dialog content,"This will replace ALL current data with the backup. This cannot be undone. Continue?",سيتم استبدال جميع البيانات الحالية بالنسخة الاحتياطية. لا يمكن التراجع. متابعة؟,Cela remplacera TOUTES les données actuelles par la sauvegarde. Irréversible. Continuer ?
backup_restored,Snackbar,Backup restored. Please restart the app.,تمت الاستعادة. يرجى إعادة تشغيل التطبيق.,Sauvegarde restaurée. Veuillez redémarrer l'application.
backup_db_not_found,Error,Database file not found,ملف قاعدة البيانات غير موجود,Fichier de base de données introuvable
backup_too_large,Error,Backup file too large (max 100MB),ملف النسخة كبير جداً (الحد 100MB),Fichier trop volumineux (max 100 Mo)
backup_invalid,Error,Invalid backup file — not a valid database,ملف غير صالح — ليس قاعدة بيانات صالحة,Fichier de sauvegarde invalide — base de données non valide
# ──────────────────────────────────────────────
# IMPORT & EXPORT
# ──────────────────────────────────────────────
ie_title,AppBar title,Import & Export,الاستيراد والتصدير,Importation et exportation
ie_import_csv,Tile title,Import CSV,استيراد CSV,Importer CSV
ie_import_csv_sub,Tile subtitle,Import transactions from a bank CSV file,استيراد المعاملات من ملف CSV بنكي,Importer des transactions depuis un fichier CSV bancaire
ie_export_csv,Tile title,Export CSV,تصدير CSV,Exporter CSV
ie_export_csv_sub,Tile subtitle,Export transactions as a spreadsheet,تصدير المعاملات كجدول بيانات,Exporter les transactions en tableur
ie_export_report,Tile title,Export Report,تصدير التقرير,Exporter le rapport
ie_export_report_sub,Tile subtitle,Generate a printable monthly report,إنشاء تقرير شهري قابل للطباعة,Générer un rapport mensuel imprimable
# ──────────────────────────────────────────────
# EXPORT REPORT
# ──────────────────────────────────────────────
export_report_title,AppBar title,Export Report,تصدير التقرير,Exporter le rapport
export_monthly_title,Card title,Monthly Report,التقرير الشهري,Rapport mensuel
export_monthly_desc,Description,Generate a printable HTML report for a selected month. Open it in a browser and use Print > Save as PDF.,إنشاء تقرير HTML قابل للطباعة لشهر محدد. افتحه في المتصفح واستخدم طباعة > حفظ كـ PDF.,Générez un rapport HTML imprimable. Ouvrez-le dans un navigateur et utilisez Imprimer > Enregistrer en PDF.
export_generating,Button,Generating...,جارٍ الإنشاء...,Génération...
export_generate_share,Button,Generate & Share,إنشاء ومشاركة,Générer et partager
export_spending_by_cat,HTML section,Spending by Category,الإنفاق حسب الفئة,Dépenses par catégorie
# ──────────────────────────────────────────────
# NOTIFICATIONS
# ──────────────────────────────────────────────
notif_title,AppBar title,Notifications,الإشعارات,Notifications
notif_daily_title,Card title,Daily Reminder,التذكير اليومي,Rappel quotidien
notif_daily_enable,Switch,Enable daily reminder,تفعيل التذكير اليومي,Activer le rappel quotidien
notif_daily_disabled,Subtitle,Remind me to log transactions,ذكّرني بتسجيل المعاملات,Me rappeler d'enregistrer les transactions
notif_time,Label,Time,الوقت,Heure
notif_custom_message,Hint,Custom message (optional),رسالة مخصصة (اختياري),Message personnalisé (optionnel)
notif_envelope_title,Card title,Envelope Alerts,تنبيهات الأظرف,Alertes d'enveloppes
notif_envelope_desc,Description,"You'll receive a notification when envelopes are overspent. These check on app startup, at most once every 6 hours.",ستتلقى إشعاراً عندما تتجاوز الأظرف حدها. يتم التحقق عند بدء التطبيق مرة كل 6 ساعات كحد أقصى.,Vous recevrez une notification quand les enveloppes sont dépassées. Vérification au démarrage toutes les 6 heures max.
notif_bills_title,Card title,Upcoming Bills,الفواتير القادمة,Factures à venir
notif_bills_desc,Description,"You'll receive a notification when recurring transactions are due within 2 days. Checks on app startup.",ستتلقى إشعاراً عندما تكون المعاملات المتكررة مستحقة خلال يومين. يتم التحقق عند بدء التطبيق.,Vous recevrez une notification quand des transactions récurrentes sont dues sous 2 jours. Vérification au démarrage.
# ──────────────────────────────────────────────
# EXCHANGE RATES
# ──────────────────────────────────────────────
fx_title,AppBar title,Exchange Rates,أسعار الصرف,Taux de change
fx_refresh_tooltip,Tooltip,Refresh rates,تحديث الأسعار,Actualiser les taux
fx_could_not_fetch,Error title,Could not fetch rates,تعذّر جلب الأسعار,Impossible de récupérer les taux
fx_no_rates,Empty title,No rates available,لا أسعار متاحة,Aucun taux disponible
fx_check_internet,Subtitle,Check your internet connection and try again.,تحقق من اتصالك بالإنترنت وأعد المحاولة.,Vérifiez votre connexion internet et réessayez.
fx_cache_info,Info text,"Rates are fetched from the internet and cached for 1 hour. They are auto-filled when creating transactions.",يتم جلب الأسعار من الإنترنت وتخزينها لمدة ساعة. يتم ملؤها تلقائياً عند إنشاء المعاملات.,Les taux sont récupérés en ligne et mis en cache 1 heure. Ils sont remplis automatiquement lors de la création de transactions.
# ──────────────────────────────────────────────
# ABOUT
# ──────────────────────────────────────────────
about_title,AppBar title,About,حول,À propos
about_share,Action,Share,مشاركة,Partager
about_contact,Action,Contact,تواصل,Contact
about_share_text,Share text,Check out PocketPlan — envelope budgeting made simple!,جرب PocketPlan — ميزانية الأظرف ببساطة!,Découvrez PocketPlan — la budgétisation par enveloppes simplifiée !
about_privacy,Privacy notice,No tracking. Your data stays on your device.,بدون تتبع. بياناتك تبقى على جهازك.,Aucun suivi. Vos données restent sur votre appareil.
about_credit,Credit line,Made by Samer,صنعه سامر,Créé par Samer
# ──────────────────────────────────────────────
# HELP GUIDE
# ──────────────────────────────────────────────
help_title,AppBar title,Help Guide,دليل المساعدة,Guide d'aide
help_tile_title,More page tile,Help Guide,دليل المساعدة,Guide d'aide
help_tile_subtitle,More page tile subtitle,How to use PocketPlan,كيفية استخدام PocketPlan,Comment utiliser PocketPlan
# ──────────────────────────────────────────────
# HEALTH CHECK
# ──────────────────────────────────────────────
health_title,AppBar title,Health Check,فحص السلامة,Bilan de santé
health_export_tooltip,Tooltip,Export report,تصدير التقرير,Exporter le rapport
health_rerun_tooltip,Tooltip,Re-run check,إعادة الفحص,Relancer le bilan
health_all_clear,Status title,All Clear,كل شيء سليم,Tout est en ordre
health_issues_found,Status title,Issues Found,تم اكتشاف مشاكل,Problèmes détectés
health_data_consistent,Subtitle,Your data is consistent and healthy,بياناتك متسقة وسليمة,Vos données sont cohérentes et saines
health_discrepancies,Subtitle,Some balance discrepancies detected,تم اكتشاف بعض اختلافات الأرصدة,Des écarts de solde détectés
health_transactions_stat,Badge,Transactions,المعاملات,Transactions
health_ledger_stat,Badge,Ledger,السجل,Grand livre
health_backup_stat,Badge,Backup,النسخة الاحتياطية,Sauvegarde
health_never,Badge value,Never,أبداً,Jamais
health_balance_invariant,Section,Balance Invariant,ثابت الرصيد,Invariant de solde
health_account_balances,Section,Account Balances,أرصدة الحسابات,Soldes des comptes
health_envelope_balances,Section,Envelope Balances,أرصدة الأظرف,Soldes des enveloppes
health_data_quality,Section,Data Quality,جودة البيانات,Qualité des données
health_repair_button,Button,Repair Balances,إصلاح الأرصدة,Réparer les soldes
health_ledger_entries,Label,Ledger entries,إدخالات السجل,Écritures du grand livre
health_soft_deleted,Label,Soft-deleted,محذوفة مبدئياً,Supprimées temporairement
health_orphan_entries,Label,Orphan ledger entries,إدخالات سجل يتيمة,Écritures orphelines
health_last_backup,Label,Last backup,آخر نسخة احتياطية,Dernière sauvegarde
health_no_accounts,Empty state,No accounts,لا حسابات,Aucun compte
health_no_envelopes,Empty state,No envelopes,لا أظرف,Aucune enveloppe
health_repair_title,Dialog title,Repair Balances,إصلاح الأرصدة,Réparer les soldes
health_repair_msg,Dialog content,"This will create adjustment ledger entries to bring allocation balances back in line with account balances. A backup is recommended before proceeding.\n\nContinue?","سيتم إنشاء إدخالات تعديل لإعادة مطابقة أرصدة الأظرف مع الحسابات. يُنصح بعمل نسخة احتياطية قبل المتابعة.\n\nالمتابعة؟","Cela créera des écritures d'ajustement pour réaligner les soldes des enveloppes avec les comptes. Une sauvegarde est recommandée.\n\nContinuer ?"
health_repair_done,Button,Repair,إصلاح,Réparer
health_no_adjustments,Snackbar,No adjustments needed,لا تعديلات مطلوبة,Aucun ajustement nécessaire
health_purge_title,Dialog title,Purge Deleted Transactions,تطهير المعاملات المحذوفة,Purger les transactions supprimées
health_purge_suffix,Dialog text,This cannot be undone.,لا يمكن التراجع عن هذا.,Cette action est irréversible.
health_purge_button,Button,Purge,تطهير,Purger
# ──────────────────────────────────────────────
# ONBOARDING
# ──────────────────────────────────────────────
onboard_welcome_title,Welcome page title,Pocket Plan,Pocket Plan,Pocket Plan
onboard_tagline,Welcome tagline,Give every dollar a purpose.,امنح كل دولار غرضاً.,Donnez un but à chaque dollar.
onboard_step_1,Step text,Add accounts — where your money lives,أضف حسابات — أين يعيش مالك,Ajoutez des comptes — où vit votre argent
onboard_step_2,Step text,Create envelopes — budget for each category,أنشئ أظرفاً — ميزانية لكل فئة,Créez des enveloppes — un budget par catégorie
onboard_step_3,Step text,Fund envelopes — distribute your income,موّل الأظرف — وزّع دخلك,Financez les enveloppes — distribuez vos revenus
onboard_step_4,Step text,Spend — each expense draws from its envelope,أنفق — كل مصروف يُسحب من ظرفه,Dépensez — chaque dépense puise dans son enveloppe
